Branch,10th_%,12th_%,Degree_Sem_1_Cgpa,Degree_Sem_2_Cgpa,Degree_Sem_3_Cgpa,Degree_Sem_4_Cgpa,Degree_Sem_5_Cgpa,Programming_Skills,Communication_Skills_Out_Of_5,English_Grammar_Out_Of_5,Status,skill_have
7,84.2,68.53,6.65,6.85,7.34,7.38,9.67,0,4,4,0,AutoCad
3,77,58.15,6.39,6.81,6.65,8.24,9.56,3,3,4,0,I am good with assembly level languages and so I can handle microcontrollers and microprocessors well. For the last one year I was a part of Webmaster Team of IEEE Terna and have improved my grip on Web Development skills. Along with this I have completed a few courses from Z-Security for Ethical hacking and I am even good with Python and C programming.
5,90,78.2,6.65,6.85,7.07,7.19,9.25,0,5,5,1,C language
4,91.6,83.6,7.41,6.54,7.04,6.98,9.54,0,4,4,1,"I was the part of Team electro infinity team of our college where we had make an electric go cart and won best innovation award in the competition . I am quit familiar with microcontrollers , sensor , actuators and designing softwares ."
3,92,78,7.26,7.81,7.96,9.26,9.7,35,4,4,0,"Python, Django, SQL"
1,84.2,68.53,5.67,6.09,5.96,7,8.85,0,4,5,0,"Front-end work,Good with communication, Familiar with testing and support tasks"
7,77.2,68.53,6.96,6.52,6.85,8.5,9.59,202,3,3,1,"Right now I'm totally focusing on GATE 2022, So I'm not getting enough time to focus on my technical skills"
2,78,56,7,7,7,7,7,7,5,5,0,7
2,78.4,80.9,7.15,6.8,8,8.81,9.58,232,4,4,1,"Java, python, html ,css, php, javascript ,data structures and algorithms"
1,100,69.54,6.94,6.48,6.96,7.89,9.07,352,4,4,1,"Python, MySQL, Java"
3,71.4,68.53,6.65,6.85,7.65,6,8.81,0,3,3,0,Learning Payton
1,66.2,67.5,5.96,6.43,5.88,7.19,8.96,35,4,4,0,"Python Intermediate , Linux Basic , SQL, PHP"
1,87.6,68.53,6.65,6.85,7.03,8.7,9.07,123,4,3,0,"C++,Java,Python,Web Development"
5,91,82.2,7.63,7.34,6.93,8.07,8.93,13,4,4,1,"intermediate level coding in c , c++ and python "
1,78.3,8,6.87,6.87,7.04,7.05,8.89,521,4,4,1,"SQL,JAVA,C,C++"
2,84.2,64.3,6.65,6.85,6.35,6.81,9.62,2,5,5,1,"I am proficient in handling Linux Operating Systems. I have a good knowledge of Ethical hacking. I know Java, C and C#, can also do web-developing with HTML, CSS , Javascript, PHP. I have a good knowledge of CryptoCurrency and there use cases.
"
2,84.2,64.3,7.02,6.48,6.35,6.81,9.62,23535,4,5,1,"I am a Linux  enthusiast. I am proficient in Web development. I practice programming in C , Java , Python. I know HTML5, CSS3, PHP, MySQL. I can work on AUTOCAD, Photoshop, MS Office . I know about cyber security, blockchain, cryptocurrencies."
5,89.2,77.6,6.65,6.85,6.48,6.7,9.71,0,4,4,0,Good in ms office and data entry. Have a certificate of mhcit and advance excel.
3,76.6,71.6,6.65,6.85,7.08,7.6,9.59,2125,4,4,1,"MS OFFICE- WORD, POWERPOINT
SOCIAL MEDIA- FACEBOOK, INSTAGRAM
GRAPHICAL- PHOTOSHOP
WEB- HTML, JAVASCRIPT
ENTERPRISE SYSTEM- SALESFORCE
PROGRAMMING SKILLS - C++, JAVA, MySQL, HTML, MATLAB 
"
5,82,76.67,7.34,8.56,7.34,6.22,9.54,21,5,5,0,"CAD, Embedded system, PCB designing, Java, C++, Marketing, International communication, International sales and startup."
1,95.2,68.53,8.67,8.5,8.4,9.85,10,32535,5,4,1,"I'm good at python, java and c programming. Have done couses on MySQL and also done projects using python and MySQL."
1,80,80,6.85,6.81,5.96,7.22,9.22,0,4,4,0,I am comfortable with both front-end and back-end programming.I have good communications skills and can handle pressure well.
1,91.6,81.2,7.89,7.52,7.65,9.37,9.85,3,4,4,1,"C, Python, R"
5,94,80,7.78,8.41,8.67,9.56,9.79,3,4,4,1,"3D modeling, CAD software, 3D printing"
1,78.8,68.53,6.7,6.93,7.19,7.67,9.19,132,3,4,0,"I have fair skills in MS word , MS excel , Adobe Photoshop , Corel draw, wordpress and for the programming skills I'm skilled in C++, XML , js , python with beginner level in java. "
4,84.6,65.5,5.8,6.85,5.62,6.72,8.89,32,3,3,1,"Programming language - Python, Javascript, HTML, CSS
Computers network
"
3,81.4,67.8,6.44,7.22,6.73,6.64,8.22,2,4,4,0,"KNOW LANGUGES LIKE C, JAVA AND ALSO KNOW A BIT ABOUT ELECTRONICS AND ROBOTICS"
1,93.6,71.6,8.19,7.81,7.97,8.48,8.78,325,4,4,1,"C, Pytho+V2n, Java, MySQL"
3,69,72,6.65,6.85,7.3,7.4,8,3,3,3,0,"I have been learning python , embedded systems ,aurdino."
